title,price(tk),special_price(tk),emi,reviews,product_id,ram,storage,generation,graphics_memory,processor_type,display_size(inch)
Lenovo IdeaPad Slim 3i 14IGL Intel CDC N4020 256GB SSD 14 Inch FHD Display Platinum Grey Laptop #81WH00A0IN-3Y,"39,390","36,500","Monthly EMI Tk 3,283", 2 reviews ,33.01.200.1002,4GB,256GB SSD,Not Applicable,Shared,Intel Celeron,14
Lenovo V14 Intel Core i3 1115G4 14 Inch FHD TN Display Black Laptop #82KA00E6IN,"53,710","49,900","Monthly EMI Tk 4,476", 3 reviews ,33.01.200.972,4GB,1TB HDD,11th (Intel),Shared,Core i3,14
Lenovo IdeaPad Slim 3i 15IIL Intel Core i3 1005G1 4GB Ram 15.6 Inch FHD Display Platinum Grey Laptop #81WE01P2IN-3Y,"51,000","47,500","Monthly EMI Tk 4,250", 1 reviews ,33.01.200.1001,4GB,256GB SSD,10th (Intel),Shared,Core i3,15.6
Lenovo V14 Intel Core i3 1115G4 14 Inch HD TN Display Iron Grey Laptop #82KA00LFIN,"52,620","48,900","Monthly EMI Tk 4,385", 1 reviews ,33.01.200.949,4GB,1TB HDD,11th (Intel),Shared,Core i3,14
Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 15.6 Inch FHD Display Platinum Grey Laptop #81WQ00MKIN-3Y,"39,390","36,500","Monthly EMI Tk 3,283", 1 reviews ,33.01.200.1003,4GB,256GB SSD,Not Applicable,Shared,Intel Celeron,15.6
Dell Inspiron 15 3515 AMD Ryzen 3 3250U 15.6 Inch FHD Display Silver Laptop,"56,960","52,500","Monthly EMI Tk 4,747", 1 reviews ,33.01.013.1616,8GB,256GB SSD,Not Applicable,Shared,Ryzen 3,15.6
Lenovo V14 11th Gen Intel Core i3 1115G4 14 Inch HD TN Display Iron Grey Laptop #82KA00LFIN-3Y,"58,590","54,400","Monthly EMI Tk 4,883", 1 reviews ,33.01.200.1007,8GB,1TB HDD+256GB SSD,11th (Intel),Shared,Core i3,14
Dell Inspiron 15 3511 Intel Core i3 1115G4 4GB RAM 15.6 Inch FHD Display Platinum Silver Laptop #WARLOCKN315TGL2205401-2Y,"55,880","52,000","Monthly EMI Tk 4,657", 1 reviews ,33.01.013.1529,4GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3511 Intel Core i3 1115G4 256GB SSD 15.6 Inch FHD Display Carbon Black Laptop,"62,390","57,900","Monthly EMI Tk 5,199",,33.01.013.1635,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3511 Intel Core i5 1135G7 15.6 Inch FHD Display Platinum Silver Laptop #WARLOCKN315TGL2205115B-2Y,"79,210","74,000","Monthly EMI Tk 6,601", 1 reviews ,33.01.013.1534,4GB,1TB HDD,11th (Intel),2GB,Core i5,15.6
Dell Inspiron 15 3511 Intel Core i5 1135G7 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop,"81,920","75,900","Monthly EMI Tk 6,827",,33.01.013.1617,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Dell Inspiron 15 3511 Intel Core i3 1115G4 256GB SSD 15.6 Inch FHD Display Platinum Silver Laptop,"62,390","57,900","Monthly EMI Tk 5,199", 1 reviews ,33.01.013.1615,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3511 Intel Core i5 1135G7 15.6 Inch FHD Display 512GB SSD Platinum Silver Laptop #WARLOCKN315TGL22054465B-2Y,"88,430","81,800","Monthly EMI Tk 7,369",,33.01.013.1630,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Dell Inspiron 15 3511 Intel Core i3 1115G4 15.6 Inch FHD Display Mist Blue Speckle Laptop #WARLOCKN315TGL2205401,"60,220","55,900","Monthly EMI Tk 5,018",,33.01.013.1623,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Acer Aspire 3 A315-58 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Pure Silver Laptop #UN.ADDSI.079,"69,980","65,000","Monthly EMI Tk 5,832", 14 reviews ,33.01.002.980,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
HP 14s-dq5345TU Intel Core i3 1215U 14 Inch FHD Display Silver Laptop #681P0PA-2Y,"69,980","64,500","Monthly EMI Tk 5,832", 2 reviews ,33.01.020.1463,8GB,512GB SSD,12th (Intel),Shared,Core i3,14
Acer TravelMate TMB311-31-C3CD Intel CDC N4020 11.6 Inch HD Display Shale Black Laptop #NX.VNFSI.009,"35,810","33,500","Monthly EMI Tk 2,984", 1 reviews ,33.01.002.962,4GB,256GB SSD,Not Applicable,Shared,Intel Celeron,11.6
Dynabook (Toshiba) Satellite Pro C40-G-109 Intel CDC 5205U14 Inch HD Display Dark Blue Laptop #PYS26E,"33,640","31,500","Monthly EMI Tk 2,803", 4 reviews ,33.01.853.153,4GB,128GB SSD,Not Applicable,Shared,Intel Celeron,14
Acer Extensa 15 EX215-54-57SB Intel Core i5 1135G7 15.6 Inch FHD Charcoal Black Laptop #NX.EGJSI.00D,"68,900","64,000","Monthly EMI Tk 5,742", 1 reviews ,33.01.002.959,8GB,1TB HDD,11th (Intel),Shared,Core i5,15.6
Dell Inspiron 15 3520 Intel Core i3 1215U 15.6 Inch FHD Display Platinum Silver Laptop #WARMLKN15ADL23051004PLASPP-2Y,"69,440","64,500","Monthly EMI Tk 5,787",,33.01.013.1625,8GB,512GB SSD,12th (Intel),Shared,Core i3,15.6
HP 15s-fq5786TU Intel Core i3 1215U 15.6 Inch FHD Display Silver Laptop #681P9PA-2Y,"69,440","65,000","Monthly EMI Tk 5,787", 4 reviews ,33.01.020.1465,8GB,512GB SSD,12th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3520 Intel Core i3 1215U 15.6 Inch FHD Display Carbon Black Laptop #WARMLKN15ADL23051004PLASPP-2Y,"69,440","65,000","Monthly EMI Tk 5,787",,33.01.013.1626,8GB,512GB SSD,12th (Intel),Shared,Core i3,15.6
Asus VivoBook 15 X1500EA Intel Core i3 1115G4 1TB HDD 15.6 Inch FHD WV Display Indie Black Laptop #BQ2456W-X1500EA,"67,270","63,000","Monthly EMI Tk 5,606",,33.01.006.1628,8GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Lenovo ThinkPad E14 Gen 2 Intel Core i3 1115G4 14 Inch FHD Display Black Laptop #20TBS2W000-3Y,"68,360","63,500","Monthly EMI Tk 5,697", 1 reviews ,33.01.200.973,4GB,512GB SSD,11th (Intel),Shared,Core i3,14
Asus X515JA Intel Core i5 1035G1 15.6 Inch FHD Display Peacock Blue Laptop #EJ2820W-X515JA,"67,270","63,000","Monthly EMI Tk 5,606", 1 reviews ,33.01.006.1526,8GB,1TB HDD,10th (Intel),Shared,Core i5,15.6
Asus X515JA 10th Gen Intel Core i5 1035G1 15.6 Inch FHD WV Display Slate Grey Laptop #BQ3553W-X515JA,"67,270","63,000","Monthly EMI Tk 5,606",,33.01.006.1632,8GB,1TB HDD,10th (Intel),Shared,Core i5,15.6
Asus VivoBook 15 X1500EA 11th Gen Intel Core i3 8GB DDR4 15.6 Inch Display Indie Black Laptop #BQ2461W-X1500EA,"67,270","63,000","Monthly EMI Tk 5,606",,33.01.006.1627,8GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
Asus VivoBook 14 X1400EA Intel Core i3 1115G4 14 Inch FHD WV Display Black Laptop #EB1582W-X1400EA,"67,270","63,000","Monthly EMI Tk 5,606",,33.01.006.1624,8GB,512GB SSD,11th (Intel),Shared,Core i3,14
HP 15s-fq5487TU Intel Core i3 1215U 15.6 Inch FHD Display Silver Laptop #6F960PA-2Y,"67,810","62,900","Monthly EMI Tk 5,651",,33.01.020.1479,8GB,256GB SSD,12th (Intel),Shared,Core i3,15.6
Lenovo ThinkPad E14 11th Gen Intel Core i7 1165G7 14 Inch FHD Display Black,"105,250","98,000","Monthly EMI Tk 8,771",,33.01.200.1008,8GB,512GB SSD,11th (Intel),Shared,Core i7,14
HP 15s-eq2890AU AMD Ryzen 3 5300U 15.6 Inch FHD Display Silver Laptop #577Z5PA-2Y,"67,270","62,500","Monthly EMI Tk 5,606", 4 reviews ,33.01.020.1407,8GB,512GB SSD,Not Applicable,Shared,Ryzen 3,15.6
Asus TUF Gaming F15 FX506LHB Intel Core i5 10300H 15.6 Inch FHD LED Display Black Plastic Gaming Laptop #HN323W-FX506LHB,"104,160","97,900","Monthly EMI Tk 8,680", 2 reviews ,33.02.006.1530,8GB,512GB SSD,10th (Intel),4GB,Core i5,15.6
MSI GF63 Thin 11SC Intel Core i5 11400H 15.6 Inch FHD Display Black Gaming Laptop #9S7-16R612-806,"105,250","97,500","Monthly EMI Tk 8,771", 1 reviews ,33.02.033.1207,8GB,512GB SSD,11th (Intel),4GB,Core i5,15.6
Asus TUF Gaming F15 FX506LH Intel Core i5 10300H 15.6 Inch FHD LED Display Black Plastic Gaming Laptop #HN004W-FX506LH,"104,160","97,900","Monthly EMI Tk 8,680", 1 reviews ,33.02.006.1520,8GB,512GB SSD,10th (Intel),4GB,Core i5,15.6
Lenovo ThinkPad E14 Gen 2 Intel Core i3 1115G4 14 Inch HD Display Black Laptop #20TBS24K00,"70,530","65,500","Monthly EMI Tk 5,878",,33.01.200.909,8GB,512GB SSD,11th (Intel),Shared,Core i3,14
Lenovo IdeaPad FLEX 5i 14ITL Intel Core i5 1135G7 14 Inch FHD IPS Display Graphite Grey Laptop #82HS0132IN-3Y,"104,700","97,000","Monthly EMI Tk 8,725", 1 reviews ,33.03.200.998,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Acer Aspire 5 A515-57G-52HF Intel Core i5 1240P 15.6 Inch FHD Display Steel Gray Gaming Laptop #NX.K9TSI.001,"104,160","96,000","Monthly EMI Tk 8,680",,33.02.002.975,8GB,512GB SSD,12th (Intel),4GB,Core i5,15.6
HP ProBook 440 G8 Intel Core i5 1135G7 14 Inch FHD Display Silver Laptop #464N1AV-3Y,"101,990","95,000","Monthly EMI Tk 8,499", 1 reviews ,33.01.020.1435,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Asus VivoBook S15 S533EQ Intel 1135G7 15.6 Inch FHD WV LED Display Indie Black Laptop #BQ381W-S533EQ,"102,530","96,500","Monthly EMI Tk 8,544", 1 reviews ,33.01.006.1544,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Lenovo IdeaPad FLEX 5i 14ITL 11th Gen Intel Core i5 1135G7 14 Inch FHD IPS Display Graphite Grey Laptop #82HS00PUIN / 82HS0132IN-2Y,"101,990","95,000","Monthly EMI Tk 8,499", 1 reviews ,33.03.200.958,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Asus ZenBook 14 UM425UA AMD Ryzen 5 5500U 14 Inch FHD WV Display Pine Grey Laptop #KI326W/KI304W-UM425UA,"105,250","97,000","Monthly EMI Tk 8,771", 1 reviews ,33.03.006.1603,8GB,512GB SSD,Not Applicable,Shared,Ryzen 5,14
Microsoft Surface Pro 9 (Wi-Fi) Intel Core i7 1255U 13 Inch Pixelsense Flow Multi Touch Display Graphite 2-in-1 Detachable Laptop (Type Cover is sold separately) #QIX-00018,"210,490","196,000","Monthly EMI Tk 17,541", 13 reviews ,33.03.191.328,16GB,512GB SSD,12th (Intel),Shared,Core i7,13
Lenovo Legion S7 15ACH6 AMD Ryzen 7 5800H 15.6 Inch 2K WQHD IPS Anti-Glare Display Shadow Black Gaming Laptop #82K800DKIN-3Y,"219,170","203,000","Monthly EMI Tk 18,264",,33.02.200.1044,16GB,1TB SSD,Not Applicable,6GB,Ryzen 7,15.6
Lenovo Legion 5 Pro 16ACH6H AMD Ryzen 7 5800H 16 Inch Display Storm Black Gaming Laptop #82JQ00RYIN-3Y,"222,430","206,000","Monthly EMI Tk 18,536",,33.02.200.1031,16GB,1TB SSD,Not Applicable,8GB,Ryzen 7,16
Dell Inspiron 15 3520 Intel Core i7 1255U 15.6 Inch FHD Display Platinum Silver Laptop #WARMLKN15ADL23051013PLA-2Y,"101,990","95,000","Monthly EMI Tk 8,499",,33.01.013.1629,8GB,512GB SSD,12th (Intel),Shared,Core i7,15.6
Microsoft Surface Pro 9 Intel Core i7 1255U 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately) #QIX-00001,"210,490","196,000","Monthly EMI Tk 17,541",,33.03.191.326,16GB,512GB SSD,12th (Intel),Shared,Core i7,13
Asus ROG Strix G15 G513IM AMD Ryzen 7 4800H 15.6 Inch 2K WQHD WV Display Eclipse Gray Gaming Laptop #HQ168W-G513IM,"200,730","187,000","Monthly EMI Tk 16,728", 1 reviews ,33.02.006.1612,16GB,512GB SSD,Not Applicable,6GB,Ryzen 7,15.6
Acer Predator Helios 300 PH315-54-77MK Intel Core i7 11800H 15.6 Inch QHD Display Abyssal Black Gaming Laptop #NH.QC2SI.005,"198,560","186,000","Monthly EMI Tk 16,547", 1 reviews ,33.02.002.946,16GB,1TB HDD+512GB SSD,11th (Intel),6GB,Core i7,15.6
Asus ZenBook Duo UX482EG Intel Core i7 1165G7 14 Inch FHD WV Display Celestial Blue Laptop #HY428W-UX482EG,"198,560","185,500","Monthly EMI Tk 16,547", 1 reviews ,33.03.006.1581,16GB,512GB SSD,11th (Intel),2GB,Core i7,14
Apple MacBook Pro (2022) Apple M2 Chip 13.3 Inch Retina Display Silver Laptop #MNEQ3LL/A / MNEQ3ZP/A,"199,100","184,000","Monthly EMI Tk 16,592", 1 reviews ,33.03.005.250,8GB,512GB SSD,Not Applicable,Shared,Apple M2,13.3
Microsoft Surface Laptop 4 Intel Core i7 1185G7 15 Inch Pixelsense Multi Touch Display Matte Black Laptop #5IP-00001,"196,390","182,000","Monthly EMI Tk 16,366", 1 reviews ,33.03.191.249,16GB,512GB SSD,11th (Intel),Shared,Core i7,15
"Apple MacBook Pro (2022) Apple M2 Chip 13.3 Inch Retina Display Space Gray Laptop #MNEJ3LL/A, MNEJ3ZP/A","199,100","184,000","Monthly EMI Tk 16,592",,33.03.005.281,8GB,512GB SSD,Not Applicable,Shared,Apple M2,13.3
Microsoft Surface Pro 7 Intel Core i7 1065G7 12.3 Inch PixelSense MultiTouch Display Platinum Laptop#PVV-00001,"199,640","185,000","Monthly EMI Tk 16,637",,33.03.191.293,16GB,1TB SSD,10th (Intel),Shared,Core i7,12.3
Apple MacBook Pro (2022) Apple M2 13.3 Inch Retina Display Space Gray Laptop,"199,100","184,000","Monthly EMI Tk 16,592", 1 reviews ,33.03.005.249,8GB,512GB SSD,Not Applicable,Shared,Apple M2,13.3
Microsoft Surface Laptop 4 Intel Core i7 1185G7 15 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop (5IP-00001),"196,390","182,000","Monthly EMI Tk 16,366", 1 reviews ,33.03.191.309,16GB,512GB SSD,11th (Intel),Shared,Core i7,15
Microsoft Surface Laptop Studio Intel Core i5 11300H 16GB Ram 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #THR-00001,"192,050","178,000","Monthly EMI Tk 16,004", 1 reviews ,33.03.191.270,16GB,256GB SSD,11th (Intel),Shared,Core i5,14.4
Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 15.6 Inch FHD WV LED Display Jaeger Gray (TUF) Gaming Laptop #HF075W-FA507RE,"193,130","180,000","Monthly EMI Tk 16,094", 1 reviews ,33.02.006.1587,16GB,512GB SSD,Not Applicable,4GB,Ryzen 7,15.6
Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 15.6 Inch FHD WV LED Display Mecha Gray (TUF) Gaming Laptop #HF045W-FA507RE,"193,130","180,000","Monthly EMI Tk 16,094", 1 reviews ,33.02.006.1586,16GB,512GB SSD,Not Applicable,4GB,Ryzen 7,15.6
Asus ZenBook S 13 Flip OLED UP5302ZA 12th Gen Intel Core i7 1260P 13.3 Inch Ponder Blue Laptop #UP5302ZA-LX155W,"189,880","179,990","Monthly EMI Tk 15,823", 12 reviews ,33.03.006.1657,16GB,512GB SSD,12th (Intel),Shared,Core i7,13.3
HP OMEN 16-c0456AX AMD Ryzen 9 5900H 16.1 Inch FHD IPS AntiGlare Display Mica Silver Gaming Laptop #5B859PA-2Y,"260,400","243,000","Monthly EMI Tk 21,700",,33.02.020.1399,16GB,1TB SSD,Not Applicable,8GB,Ryzen 9,16.1
Apple MacBook Pro (Late 2021) Apple M1 Pro 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15G001WC,"286,440","265,000","Monthly EMI Tk 23,870", 1 reviews ,33.03.005.276,16GB,512GB SSD,Not Applicable,Shared,Apple M1,14.2
Lenovo ThinkPad X1 Carbon Gen 9 Intel Core i7 1165G7 14 Inch WUXGA IPS Anti-Glare Display Black Laptop #20XXS89Y00,"256,060","238,000","Monthly EMI Tk 21,338",,33.03.200.992,16GB,512GB SSD,11th (Intel),Shared,Core i7,14
Apple MacBook Pro (Late 2021) Apple M1 Pro 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #MKGQ3LL/A / MKGQ3X/A / MKGQ3PA/A,"278,850","258,000","Monthly EMI Tk 23,238", 1 reviews ,33.03.005.224,16GB,1TB SSD,Not Applicable,Shared,Apple M1,14.2
Asus ROG Zephyrus G14 GA402RJ AMD Ryzen 9 6900HS 15.6 Inch WQXGA WV Display Grey & AniMe Matrix Gaming Laptop #L8085W-GA402RJ,"279,930","260,000","Monthly EMI Tk 23,328",,33.02.006.1614,16GB,1TB SSD,Not Applicable,8GB,Ryzen 9,15.6
Asus ROG Zephyrus G15 GA503RM AMD Ryzen 7 6800HS 15.6 Inch WQHD WV Display Eclipse Gray Gaming Laptop #LN058W-GA503RM,"284,270","265,000","Monthly EMI Tk 23,689", 1 reviews ,33.02.006.1588,16GB,1TB SSD,Not Applicable,6GB,Ryzen 7,15.6
MSI Summit E16 Flip A12UCT Intel Core i7 1280p 16 Inch QHD+ Touch Display Ink Black Laptop #A12UCT-217BD-BB71280P32GXXDX11P,"269,080","249,900","Monthly EMI Tk 22,423",,33.03.033.1231,32GB,1TB SSD,12th (Intel),4GB,Core i7,16
Gigabyte AORUS 5 SE4 Intel Core i7 12700H 15.6 Inch FHD Display Matte Black Gaming Laptop,"250,640","232,000","Monthly EMI Tk 20,887", 1 reviews ,33.02.018.79,16GB,512GB SSD,12th (Intel),8GB,Core i7,15.6
Apple MacBook Pro (Late 2021) Apple M1 Pro 512GB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop #MKGR3LL/A / MKGR3X/A,"244,130","226,000","Monthly EMI Tk 20,344", 1 reviews ,33.03.005.230,16GB,512GB SSD,Not Applicable,Shared,Apple M1,14.2
Apple MacBook Pro Late 2021 Apple M1 Pro 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #MKGP3LL/A / MKGP3ZP/A / MKGP3PA/A / MKGP3X/A,"244,130","226,000","Monthly EMI Tk 20,344", 1 reviews ,33.03.005.226,16GB,512GB SSD,Not Applicable,Shared,Apple M1,14.2
Asus ROG Strix G17 G713RM AMD Ryzen 7 6800H 17.3 Inch FHD WV Display Eclipse Gray Gaming Laptop #KH157W-G713RM,"249,550","232,000","Monthly EMI Tk 20,796", 1 reviews ,33.02.006.1613,16GB,512GB SSD,Not Applicable,6GB,Ryzen 7,17.3
Gigabyte AORUS 15P XD Intel Core i7 11800H 15.6 Inch FHD Display Black Gaming Laptop,"241,960","224,000","Monthly EMI Tk 20,163", 1 reviews ,33.02.018.75,16GB,1TB SSD,11th (Intel),8GB,Core i7,15.6
MSI Creator Z16 A11UET-270BD Intel Core i7 11800H 16 Inch QHD+ Touch Display Lunar Gray Laptop #LG71180H16GXXDX10EMH,"242,500","223,500","Monthly EMI Tk 20,208", 1 reviews ,33.03.033.1200,16GB,512GB SSD,11th (Intel),6GB,Core i7,16
Gigabyte AERO 5 KE4 Intel Core i7 12700H 15.6 Inch 4K UHD OLED Display Matte Black Gaming Laptop,"240,870","224,000","Monthly EMI Tk 20,073", 1 reviews ,33.02.018.77,16GB,1TB SSD,12th (Intel),6GB,Core i7,15.6
Microsoft Surface Laptop Studio Intel Core i7 11370H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #A1Y-00001,"236,530","219,000","Monthly EMI Tk 19,711", 1 reviews ,33.03.191.242,16GB,512GB SSD,11th (Intel),4GB,Core i7,14.4
"Apple MacBook Pro (Late 2021) Apple M1 Max 16.2 Inch Liquid Retina XDR Display Space Gray Laptop #MK1A3LL/A, MK1A3ZP/A","464,380","430,000","Monthly EMI Tk 38,698", 3 reviews ,33.03.005.214,32GB,1TB SSD,Not Applicable,Shared,Apple M1,16.2
Asus ZenBook 17 Fold OLED UX9702AA Intel Core i7 1250U 17.3 Inch 2.5K FOLED Touch Display Tech Black Laptop #MD022W-UX9702AA,"431,830","399,990","Monthly EMI Tk 35,986", 13 reviews ,33.03.006.1637,16GB,1TB SSD,12th (Intel),Shared,Core i7,17.3
Apple MacBook Pro (Late 2021) Apple M1 Max Chip 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15H00107,"422,070","390,000","Monthly EMI Tk 35,173", 1 reviews ,33.03.005.271,32GB,1TB SSD,Not Applicable,Shared,Apple M1,14.2
Apple MacBook Pro (Late 2021) Apple M1 Max (10-Core) Chip 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15G0018R,"398,200","368,000","Monthly EMI Tk 33,183", 1 reviews ,33.03.005.227,32GB,1TB SSD,Not Applicable,Shared,Apple M1,14.2
Apple MacBook Pro (Late 2021) Apple M1 Pro Chip 16.2 Inch Liquid Retina XDR Display Silver Laptop #Z14Z00105,"404,710","374,000","Monthly EMI Tk 33,726", 1 reviews ,33.03.005.272,32GB,1TB SSD,Not Applicable,Shared,Apple M1,16.2
Apple MacBook Pro (Late 2021) Apple M1 Pro (10-Core) Chip 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15H000PA / Z15G0018Q,"377,580","350,000","Monthly EMI Tk 31,465", 1 reviews ,33.03.005.225,32GB,1TB SSD,Not Applicable,Shared,Apple M1,14.2
